id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
vndb-c6494,vndb,4,3,,,秋葉 留未穂,Akiha Rumiho,Faris NyanNyan / フェイリス / Feyris / フェリス,女,AB,,Galgame,Galgame,STEINS;GATE,命运石之门,2009,Galgame,"[{""t"":""STEINS;GATE"",""cn"":""命运石之门"",""ty"":""Galgame"",""y"":2009,""pop"":16857},{""t"":""STEINS;GATE 0"",""cn"":""命运石之门 0"",""ty"":""Galgame"",""y"":2015,""pop"":7650},{""t"":""STEINS;GATE 比翼恋理のだーりん"",""cn"":""命运石之门 比翼恋理的爱人"",""ty"":""Galgame"",""y"":2011,""pop"":1404},{""t"":""STEINS;GATE 線形拘束のフェノグラム"",""cn"":""命运石之门 线形拘束的树状图"",""ty"":""Galgame"",""y"":2013,""pop"":1115},{""t"":""STEINS;GATE 変移空間のオクテット"",""cn"":""命运石之门 变移空间的八比特"",""ty"":""Galgame"",""y"":2011,""pop"":514},{""t"":""ファミコレADV シュタインズ・ゲート"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":129}]","Faris Nyannyan works at the maid cafe ""Mayqueen Nyannyan"", the same maid cafe that Shiina works at, and is the most popular waitress there.",16857,0,16857,0,,https://t.vndb.org/ch/90/105090.jpg,https://t.vndb.org/ch/35/97235.jpg,,#a0716a #cbada8 #282622 #e0d7d1 #f0eeec #ffffff,Pink Twin Tails Long Teen Slim Pale Otaku Friendly Daughter Waitstaff,,,https://vndb.org/c6494,
bgm-bgm1016,vndb,4,3,,相乐美佐枝,相楽 美佐枝,Sagara Misae,,女,B,,动画|Galgame,Galgame,CLANNAD,,2004,Galgame,"[{""t"":""CLANNAD"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":11405},{""t"":""CLANNAD -クラナド- 光見守る坂道で"",""cn"":"""",""ty"":""Galgame"",""y"":2008,""pop"":698},{""t"":""CLANNAD"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":0},{""t"":""CLANNAD 〜AFTER STORY〜"",""cn"":"""",""ty"":""动画"",""y"":2008,""pop"":0},{""t"":""CLANNAD -クラナド-"",""cn"":""CLANNAD"",""ty"":""动画"",""y"":2007,""pop"":0},{""t"":""かぎなど シーズン2"",""cn"":""键等 第二季"",""ty"":""动画"",""y"":2022,""pop"":0}]",学校男生宿舍的管理员。她是个值得信赖的大姐，男生和女生都愿意来和她商量事情。其实她也毕业于这所学校，当时担任学生会的会长。她所创造的“全校学生无迟到周”，被当作传说中的事迹广为流传。,11405,0,11405,137,,https://lain.bgm.tv/pic/crt/l/d3/35/1016_crt_DCUCc.jpg?r=1422879186,https://lain.bgm.tv/r/400/pic/crt/l/d3/35/1016_crt_DCUCc.jpg?r=1422879186,https://t.vndb.org/ch/37/27937.jpg,,Blue Bun Long Wavy Slim Pale Amber Young-adult Apron Hair Ribbon,,https://bgm.tv/character/1016,https://vndb.org/c15851,1016
al5627,anilist,4,3,,布鲁克,ブルック,Brook,Dead Bones / Soul King / Satan-sama / Boneland,男,X,88-,动画|漫画,动画,ONE PIECE,航海王,1999,动画,"[{""t"":""ONE PIECE"",""cn"":""航海王"",""ty"":""动画"",""y"":1999,""pop"":750384},{""t"":""ONE PIECE"",""cn"":""航海王"",""ty"":""漫画"",""y"":1997,""pop"":232766},{""t"":""ONE PIECE FILM RED"",""cn"":""航海王：红发歌姬"",""ty"":""动画"",""y"":2022,""pop"":78378},{""t"":""ONE PIECE FILM Z"",""cn"":""航海王：Z"",""ty"":""动画"",""y"":2012,""pop"":64412},{""t"":""ONE PIECE STAMPEDE"",""cn"":""航海王：狂热行动"",""ty"":""动画"",""y"":2019,""pop"":62019},{""t"":""ONE PIECE FAN LETTER"",""cn"":""航海王：粉丝来信"",""ty"":""动画"",""y"":2024,""pop"":58152}]","266 cm (8'8½"") Straw Hat Pirates (previously; Rumbar Pirates) Musician, Swordsman Yomi Yomi no Mi (Revive Revive Fruit) Paramecia ~!383,000,000 (previously; 33,000,000 and 83,000,000)!~ Brook known as the ""Gentleman Skeleton"", is a pirate i…",5134,5134,0,47,,https://lain.bgm.tv/pic/crt/l/67/d2/2375_crt_87yF4.jpg,https://lain.bgm.tv/r/400/pic/crt/l/67/d2/2375_crt_87yF4.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b5627-av8oD3zhKvDl.png|https://s4.anilist.co/file/anilistcdn/character/large/b5627-av8oD3zhKvDl.png,,,https://anilist.co/character/5627,https://bgm.tv/character/2375,,2375
al131106,anilist,4,3,,由崎司,由崎司,Tsukasa Yuzaki,Tsukasa Tsukuyomi (月読司),女,O,16,动画|漫画,动画,トニカクカワイイ,总之就是非常可爱,2020,动画,"[{""t"":""トニカクカワイイ"",""cn"":""总之就是非常可爱"",""ty"":""动画"",""y"":2020,""pop"":246470},{""t"":""トニカクカワイイ（シーズン2）"",""cn"":"""",""ty"":""动画"",""y"":2023,""pop"":92840},{""t"":""トニカクカワイイ ～SNS～"",""cn"":""总之就是非常可爱 ～SNS～"",""ty"":""动画"",""y"":2021,""pop"":64015},{""t"":""トニカクカワイイ ～制服～"",""cn"":""总之就是非常可爱 ～制服～"",""ty"":""动画"",""y"":2022,""pop"":42089},{""t"":""トニカクカワイイ"",""cn"":""总之就是非常可爱"",""ty"":""漫画"",""y"":2018,""pop"":41494},{""t"":""トニカクカワイイ 女子高編"",""cn"":""总之就是非常可爱 女子高中篇"",""ty"":""动画"",""y"":2023,""pop"":31101}]",由崎星空一见钟情的女子。对星空的告白回复以“如果能到结婚的程度的话那我们就交往吧”，并在那之后拜访了星空的家。星空的妻子。总之就是超级无敌非常可爱！,4841,4841,0,260,,https://lain.bgm.tv/pic/crt/l/c9/f5/76271_crt_MS5Nq.jpg?r=1600441127,https://lain.bgm.tv/r/400/pic/crt/l/c9/f5/76271_crt_MS5Nq.jpg?r=1600441127,https://s4.anilist.co/file/anilistcdn/character/medium/b131106-ZJOpYOpurcYS.png|https://s4.anilist.co/file/anilistcdn/character/large/b131106-ZJOpYOpurcYS.png,,,https://anilist.co/character/131106,https://bgm.tv/character/76271,,76271
bgm-bgm20316,vndb,4,3,,北原春希,北原 春希,Kitahara Haruki,ギター君 / Guitar-kun,男,,,Galgame,Galgame,WHITE ALBUM2,白色相簿2,2010,Galgame,"[{""t"":""WHITE ALBUM2"",""cn"":""白色相簿2"",""ty"":""Galgame"",""y"":2010,""pop"":4537},{""t"":""WHITE ALBUM2 ミニアフターストーリー"",""cn"":""白色相簿2 mini After Story"",""ty"":""Galgame"",""y"":2012,""pop"":1027},{""t"":""WHITE ALBUM2 -closing chapter-"",""cn"":""白色相簿2 终章"",""ty"":""Galgame"",""y"":2011,""pop"":0},{""t"":""WHITE ALBUM2 -introductory chapter-"",""cn"":""白色相簿2 序章"",""ty"":""Galgame"",""y"":2010,""pop"":0},{""t"":""WHITE ALBUM2 EXTENDED EDITION"",""cn"":""白色相簿2 扩展版"",""ty"":""Galgame"",""y"":2018,""pop"":0},{""t"":""WHITE ALBUM2 -幸せの向こう側-"",""cn"":""白色相簿2 幸福的彼端"",""ty"":""Galgame"",""y"":2012,""pop"":0}]",峰城大付属３年Ｅ組。前期クラス委員長。 軽音楽同好会所属。セカンドギター（雑用）担当。 特技は余計なお節介と非の打ち所のない説教と完璧な理論武装。 成績はトップクラス。その面倒見が良すぎて妥協できない性格ゆえ、全校の教師と学生に非常に都合よく慕われている。 学園生活最後の年に、無謀にも派手めな思い出を残そうと思い立ち、学園祭のステージに立つことを計画する。手先はそこそこ不器用。,4537,0,4537,135,,https://lain.bgm.tv/pic/crt/l/e2/29/20316_crt_DSUNs.jpg,https://lain.bgm.tv/r/400/pic/crt/l/e2/29/20316_crt_DSUNs.jpg,https://t.vndb.org/ch/19/150619.jpg,,Black Short Straight Brown Teen Slim Pale Sweater Trousers Proactive,,https://bgm.tv/character/20316,https://vndb.org/c12978,20316
bgm-bgm75445,vndb,4,3,,桥本雄大,橋本 雄大,Hashimoto Yuudai,,男,,,Galgame,Galgame,レイジングループ,人狼村之谜,2015,Galgame,"[{""t"":""レイジングループ"",""cn"":""人狼村之谜"",""ty"":""Galgame"",""y"":2015,""pop"":3618},{""t"":""レイジングループ"",""cn"":""人狼村之谜"",""ty"":""Galgame"",""y"":2015,""pop"":0}]",巨漢のカメラマン。42歳。 馬宮の仕事上のパートナーであり、腕の良さから業界では名の知れた有名人。 威圧感のある風貌にもかかわらず無口であるため、得体のしれない人物。 とある理由により、なかなかストーリーに絡まない。,3618,0,3618,10,,https://lain.bgm.tv/pic/crt/l/7a/6f/75445_crt_1gp44.jpg,https://lain.bgm.tv/r/400/pic/crt/l/7a/6f/75445_crt_1gp44.jpg,https://t.vndb.org/ch/71/105871.jpg,,Short Moustache Pale Grey Adult Overweight Vest Jeans Boku Friendly,,https://bgm.tv/character/75445,https://vndb.org/c87413,75445
vndb-c5405,vndb,4,3,,,乾 梓,Inui Azusa,あず / Azu / あずにゃん / Azunyan,女,AB,,Galgame,Galgame,辻堂さんの純愛ロード,,2012,Galgame,"[{""t"":""辻堂さんの純愛ロード"",""cn"":"""",""ty"":""Galgame"",""y"":2012,""pop"":2008},{""t"":""辻堂さんのバージンロード"",""cn"":"""",""ty"":""Galgame"",""y"":2013,""pop"":352},{""t"":""みなとカーニバルＦＤ"",""cn"":"""",""ty"":""Galgame"",""y"":2017,""pop"":80}]",『江乃死魔』核心成员之一。 潮女的外表，但因为拥有常识而在呆瓜齐集的江乃死魔中得到恋奈的信赖。 因为天生拥有出众的运动能力，在运动选手的未来上被寄予厚望，但因为讨厌练习而背叛了周围的人的期待成了混混。 到处都有的不良学生。 湘南所有人中也是顶级的迅捷，虽然打架相当强，但只喜欢让别人痛苦不喜欢自己痛的“へたれS”。 看见如果不能毫无损伤而取胜的对手，会活用自负的迅捷立刻逃跑。 「诚实一点吧。其实你是喜欢阿梓我的吧」,2008,0,2008,18,,https://lain.bgm.tv/pic/crt/l/e6/09/23757_crt_W13m8.jpg,https://lain.bgm.tv/r/400/pic/crt/l/e6/09/23757_crt_W13m8.jpg,https://t.vndb.org/ch/86/85786.jpg,,Blond Shoulder-length Teen Slim Pale School Uniform Villain Missionary Doggy Style Cowgirl,,https://bgm.tv/character/23757,https://vndb.org/c5405,23757
bgm-bgm40611,vndb,4,3,,贵船柚子,貴船 柚子,Kifune Yuzu,,女,O,,动画|Galgame,Galgame,オトメ＊ドメイン,,2016,Galgame,"[{""t"":""オトメ＊ドメイン"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":1521},{""t"":""オトメ＊ドメイン"",""cn"":""少女＊领域"",""ty"":""Galgame"",""y"":2016,""pop"":0},{""t"":""オトメ＊ドメイン THE ANIMATION"",""cn"":""少女＊领域"",""ty"":""动画"",""y"":2017,""pop"":0}]",跟凑和风莉同班，住的宿舍也一样。虽然是名门大小姐，却很讨喜，而且容易亲近，也很关心凑。 简直是理想中的大和抚子……虽然让人这么想，却意外是个积极型的野丫头。 不擅长处理琐事，房间非常脏乱。虽然对下厨感兴趣，成果却是灾难级的难吃。 因为除了家务以外都很正常，所以任谁看到都会遗憾地说出「怎么会这样」。 隶属于新闻社，而且是社长。,1521,0,1521,50,,https://lain.bgm.tv/pic/crt/l/ce/8c/40611_crt_V5SK5.jpg?r=1674289922,https://lain.bgm.tv/r/400/pic/crt/l/ce/8c/40611_crt_V5SK5.jpg?r=1674289922,https://t.vndb.org/ch/31/54431.jpg,,Black Twin Tails Waist Length+ Wavy Teen Slim Pale School Uniform Doggy Style Cowgirl,,https://bgm.tv/character/40611,https://vndb.org/c41535,40611
vndb-c38927,vndb,4,3,,,神崎 とおる,Kanzaki Tooru,,女,B,,Galgame,Galgame,いろとりどりのセカイ,五彩斑斓的世界,2011,Galgame,"[{""t"":""いろとりどりのセカイ"",""cn"":""五彩斑斓的世界"",""ty"":""Galgame"",""y"":2011,""pop"":1422},{""t"":""いろとりどりのヒカリ"",""cn"":""五彩斑斓的曙光"",""ty"":""Galgame"",""y"":2012,""pop"":632}]","Songs, movies (especially horror), Mio Boys Favorite Anything edible Disliked Nothing A girl who used to be Mio's classmate when they were young.",1422,0,1422,3,,https://lain.bgm.tv/pic/crt/l/26/d8/77536_crt_ulis8.jpg,https://lain.bgm.tv/r/400/pic/crt/l/26/d8/77536_crt_ulis8.jpg,https://t.vndb.org/ch/75/84675.jpg,,Black Waist Length+ Straight Teen Slim Pale Magician Red Glasses Bullying,,https://bgm.tv/character/77536,https://vndb.org/c38927,77536
al316482,anilist,4,3,,朝凪海,朝凪海,Umi Asanagi,,女,,16-,动画|漫画|轻小说,动画,クラスで２番目に可愛い女の子と友だちになった,,2026,动画,"[{""t"":""クラスで２番目に可愛い女の子と友だちになった"",""cn"":"""",""ty"":""动画"",""y"":2026,""pop"":99744},{""t"":""クラスで２番目に可愛い女の子と友だちになった"",""cn"":"""",""ty"":""漫画"",""y"":2022,""pop"":14376},{""t"":""クラスで２番目に可愛い女の子と友だちになった"",""cn"":"""",""ty"":""轻小说"",""y"":2021,""pop"":2224}]",本作のヒロイン。真樹のクラスメイト。「クラスで2番目に可愛い女の子」。成績が優秀で、運動神経も良い。 作者は天海夕と対を為すキャラクターであると話している。 『このライトノベルがすごい！』女性キャラクター部門では2024年版で8位を獲得している。,1169,1169,0,85,,https://lain.bgm.tv/pic/crt/l/21/81/161291_crt_jOxqq.jpg?r=1731064213,https://lain.bgm.tv/r/400/pic/crt/l/21/81/161291_crt_jOxqq.jpg?r=1731064213,https://s4.anilist.co/file/anilistcdn/character/medium/b316482-EMZLH0XBcG3h.png|https://s4.anilist.co/file/anilistcdn/character/large/b316482-EMZLH0XBcG3h.png,,,https://anilist.co/character/316482,https://bgm.tv/character/161291,,161291
