id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
vndb-c3888,vndb,8,1,,岛津岳人,島津 岳人,Shimazu Gakuto,,男,O,,Galgame,Galgame,真剣で私に恋しなさい！,认真和我恋爱！！,2009,Galgame,"[{""t"":""真剣で私に恋しなさい！"",""cn"":""认真和我恋爱！！"",""ty"":""Galgame"",""y"":2009,""pop"":9401},{""t"":""真剣で私に恋しなさい！S"",""cn"":""认真和我恋爱！S"",""ty"":""Galgame"",""y"":2012,""pop"":5025},{""t"":""真剣で私に恋しなさい！A-1"",""cn"":"""",""ty"":""Galgame"",""y"":2013,""pop"":2470},{""t"":""真剣で私に恋しなさい！A-2"",""cn"":"""",""ty"":""Galgame"",""y"":2013,""pop"":2188},{""t"":""真剣で私に恋しなさい！A-3"",""cn"":"""",""ty"":""Galgame"",""y"":2014,""pop"":1374},{""t"":""真剣で私に恋しなさい！A-4"",""cn"":"""",""ty"":""Galgame"",""y"":2014,""pop"":1023}]",高个子肌肉男，队伍内负责苦力工作。热血笨蛋，单纯直率。 脑袋迟钝再加上重情义，其温柔倍受男性欢迎。 但因为是硬汉系的缘故，让女性对他的肌肉敬而远之。 因为很可靠，所以颇有受年轻一辈喜欢的趋势，然而本人却坚持同年龄层、最好就是年长者的信条，因此让机会落空。 因为学习完全不行，成绩一直保持在勉强及格。与師岡的关系特别好。,9401,0,9401,6,,https://t.vndb.org/ch/61/85861.jpg,https://t.vndb.org/ch/61/85861.jpg,https://lain.bgm.tv/r/400/pic/crt/l/ea/28/11735_crt_Munrd.jpg,#b49b8e #373442 #c7c2d1 #e1e0ec #f4f4f8 #ffffff,Brown Short Straight Brown School Uniform Trousers Dress Shoes Young-adult Muscular Olive,,https://bgm.tv/character/11735,https://vndb.org/c3888,11735
al89362,anilist,8,1,,阿克娅,アクア,Aqua,阿库娅 / 茶包,女,,,动画|漫画,动画,この素晴らしい世界に祝福を！,为美好的世界献上祝福！,2016,动画,"[{""t"":""この素晴らしい世界に祝福を！"",""cn"":""为美好的世界献上祝福！"",""ty"":""动画"",""y"":2016,""pop"":518169},{""t"":""この素晴らしい世界に祝福を！2"",""cn"":""为美好的世界献上祝福！ 第二季"",""ty"":""动画"",""y"":2017,""pop"":376691},{""t"":""この素晴らしい世界に祝福を！紅伝説"",""cn"":"""",""ty"":""动画"",""y"":2019,""pop"":242609},{""t"":""この素晴らしい世界に祝福を！３"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":179684},{""t"":""この素晴らしい世界に祝福を！ この素晴らしいチョーカーに祝福を!"",""cn"":"""",""ty"":""动画"",""y"":2016,""pop"":127677},{""t"":""この素晴らしい世界に爆焔を！"",""cn"":""为美好的世界献上爆炎！"",""ty"":""动画"",""y"":2023,""pop"":123438}]","指引英年早逝者的女神，因为惹火和真而被和真指定为携带的东西而与和真一起转生到异世界。在那里,她是阿克西斯教团祭拜的神体，“阿克娅女神”本尊……话虽如此，却没任何人相信这件事。有着水蓝色的及腰长发跟眼睛，年龄不祥（自称跟和真差不多），职业是大祭司。因为是神体的关系所以能力值一开始就封顶，也习得了“大祭司”“宴会才艺”（杂耍）的所有技能，甚至具有碰到液体就能将其净化的体质，但却有着有别于她美少女形象的傲娇个性。",8741,8741,0,777,,https://s4.anilist.co/file/anilistcdn/character/large/b89362-ibkc0eoECaW1.png,https://s4.anilist.co/file/anilistcdn/character/medium/b89362-ibkc0eoECaW1.png,https://lain.bgm.tv/r/400/pic/crt/l/02/b4/35678_crt_eiT0T.jpg?r=1486082939,,,https://anilist.co/character/89362,https://bgm.tv/character/35678,,35678
al46484,anilist,8,1,,莱纳·布朗,ライナー・ブラウン,Reiner Braun,,男,,17-,动画,动画,進撃の巨人,进击的巨人,2013,动画,"[{""t"":""進撃の巨人"",""cn"":""进击的巨人"",""ty"":""动画"",""y"":2013,""pop"":1053882},{""t"":""進撃の巨人 Season２"",""cn"":"""",""ty"":""动画"",""y"":2017,""pop"":733402},{""t"":""進撃の巨人 Season３"",""cn"":"""",""ty"":""动画"",""y"":2018,""pop"":686190},{""t"":""進撃の巨人 The Final Season"",""cn"":""进击的巨人 最终季"",""ty"":""动画"",""y"":2020,""pop"":642537},{""t"":""進撃の巨人 Season３ Part.2"",""cn"":"""",""ty"":""动画"",""y"":2019,""pop"":610781},{""t"":""進撃の巨人 The Final Season Part 2"",""cn"":""进击的巨人 最终季 Part.2"",""ty"":""动画"",""y"":2022,""pop"":440419}]",第104期训练兵团第2名毕业。 拥有强韧的体格和精神力，经常得到同伴深深的信任。,8370,8370,0,123,,https://s4.anilist.co/file/anilistcdn/character/large/b46484-P6A2GjNQn49F.png,https://s4.anilist.co/file/anilistcdn/character/medium/b46484-P6A2GjNQn49F.png,https://lain.bgm.tv/r/400/pic/crt/l/97/c6/19623_crt_Z676U.jpg?r=1611672686,,,https://anilist.co/character/46484,https://bgm.tv/character/19623,,19623
al3128,anilist,8,1,,,古手羽入,Hanyuu Furude,Hainiryuun Ieasomuuru Jieda / Hai-Ryun Yeasomul Jedha / オヤシロ様 / Oyashiro-sama,女,,,动画|Galgame,动画,ひぐらしのなく頃に解,寒蝉鸣泣之时 解,2007,动画,"[{""t"":""ひぐらしのなく頃に解"",""cn"":""寒蝉鸣泣之时 解"",""ty"":""动画"",""y"":2007,""pop"":90255},{""t"":""ひぐらしのなく頃に業"",""cn"":""寒蝉鸣泣之时 业"",""ty"":""动画"",""y"":2020,""pop"":82599},{""t"":""ひぐらしのなく頃に礼"",""cn"":""寒蝉鸣泣之时 礼"",""ty"":""动画"",""y"":2009,""pop"":44929},{""t"":""うみねこのなく頃に"",""cn"":""海猫鸣泣之时"",""ty"":""动画"",""y"":2009,""pop"":43174},{""t"":""ひぐらしのなく頃に卒"",""cn"":""寒蝉鸣泣之时 卒"",""ty"":""动画"",""y"":2021,""pop"":38674},{""t"":""ひぐらしのなく頃に煌"",""cn"":""寒蝉鸣泣之时 煌"",""ty"":""动画"",""y"":2011,""pop"":21590}]","Hanyuu is the mysterious ""transfer student"" in Matsuribayashi-hen. She has a pair of dark colored horns on her head, one of which is chipped slightly (however, no one seems to notice or mention them, with the exception of [Takano](//anilist…",7963,546,7963,0,,https://s4.anilist.co/file/anilistcdn/character/large/b3128-ms0vxrk4ZoGN.png,https://s4.anilist.co/file/anilistcdn/character/medium/b3128-ms0vxrk4ZoGN.png,https://t.vndb.org/ch/10/113110.jpg,,Violet Long Straight Slim Pale School Uniform Warrior Cooking Fighting Violet,https://anilist.co/character/3128,,https://vndb.org/c3817,
bgm-bgm23342,vndb,8,1,,香月华,香月 華,Kazuki Hana,,女,,,动画|漫画|Galgame,Galgame,CHAOS;CHILD,混沌子,2014,Galgame,"[{""t"":""CHAOS;CHILD"",""cn"":""混沌子"",""ty"":""Galgame"",""y"":2014,""pop"":5122},{""t"":""カオスチャイルド らぶchu☆chu!!"",""cn"":"""",""ty"":""Galgame"",""y"":2017,""pop"":133},{""t"":""CHAOS;CHILD"",""cn"":""混沌子"",""ty"":""Galgame"",""y"":2014,""pop"":0},{""t"":""CHAOS;CHILD らぶchu☆chu!!"",""cn"":""混沌子 LOVE ChuChu"",""ty"":""Galgame"",""y"":2017,""pop"":0},{""t"":""Chaos;Child -Children’s Revive-"",""cn"":"""",""ty"":""漫画"",""y"":2017,""pop"":0},{""t"":""CHAOS;CHILD SILENT SKY"",""cn"":""混沌子 SILENT SKY"",""ty"":""动画"",""y"":2017,""pop"":0}]",16岁。新闻部中唯一的高一部员。极其沉默寡言，基本上只说「嗯……」程度的话语。 在部活室的公共电脑上还要玩网络游戏程度的网游迷。部中最为擅长电脑操作，负责情报整理与情报搜索。 是个沉默寡言的宅女，深度近视。被新闻部的女部员们当成妹妹宠爱着。,5122,0,5122,46,,https://t.vndb.org/ch/09/48409.jpg,https://t.vndb.org/ch/09/48409.jpg,https://lain.bgm.tv/r/400/pic/crt/l/84/d5/23342_crt_bVW5v.jpg?r=1739760228,#7c7190 #312c37 #c8bccd #ece3dd #f5f5f3 #ffffff,Blue Shoulder-length Straight Teen Slim Pale Sword Fighting Violet Glasses,,https://bgm.tv/character/23342,https://vndb.org/c26321,23342
al136843,anilist,8,1,,上山立夏,上ノ山立夏,Ritsuka Uenoyama,Rikka / Uecchi / Ue-sama,男,B,16-,动画|漫画,动画,ギヴン,GIVEN 被赠与的未来,2019,动画,"[{""t"":""ギヴン"",""cn"":""GIVEN 被赠与的未来"",""ty"":""动画"",""y"":2019,""pop"":211312},{""t"":""映画 ギヴン"",""cn"":""电影 GIVEN"",""ty"":""动画"",""y"":2020,""pop"":95589},{""t"":""ギヴン"",""cn"":""GIVEN 被赠与的未来"",""ty"":""漫画"",""y"":2013,""pop"":40944},{""t"":""ギヴン うらがわの存在"",""cn"":""GIVEN 内侧的存在"",""ty"":""动画"",""y"":2021,""pop"":32798},{""t"":""ギヴン 柊mix"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":20356},{""t"":""ギヴン 海へ"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":13605}]",高校生離れしたギターの腕前を持つ。 ギターを始めた頃の情熱を忘れてしまっていた時、真冬と出会う。 偶然聴いた真冬の歌声に強く惹かれ、特別な感情を抱くようになる。,4578,4578,0,9,,https://s4.anilist.co/file/anilistcdn/character/large/b136843-z6IjhOi636WT.png,https://s4.anilist.co/file/anilistcdn/character/medium/b136843-z6IjhOi636WT.png,https://lain.bgm.tv/r/400/pic/crt/l/ad/a9/69171_crt_PuHNF.jpg,,,https://anilist.co/character/136843,https://bgm.tv/character/69171,,69171
al89897,anilist,8,1,,耳郎响香,耳郎響香,Kyouka Jirou,Kyoka Jiro / Hearing Hero: Earphone Jack,女,A,15-16,动画,动画,僕のヒーローアカデミア,我的英雄学院,2016,动画,"[{""t"":""僕のヒーローアカデミア"",""cn"":""我的英雄学院"",""ty"":""动画"",""y"":2016,""pop"":873712},{""t"":""僕のヒーローアカデミア２"",""cn"":"""",""ty"":""动画"",""y"":2017,""pop"":655237},{""t"":""僕のヒーローアカデミア３"",""cn"":"""",""ty"":""动画"",""y"":2018,""pop"":600666},{""t"":""僕のヒーローアカデミア４"",""cn"":"""",""ty"":""动画"",""y"":2019,""pop"":532336},{""t"":""僕のヒーローアカデミア５"",""cn"":"""",""ty"":""动画"",""y"":2021,""pop"":414683},{""t"":""僕のヒーローアカデミア６"",""cn"":"""",""ty"":""动画"",""y"":2022,""pop"":269963}]","154 cm (5'1"") Earphone Jack U.A. High School Medium Ranged + Support Combat Kyoka is a petite, fair-skinned girl with a slender build. She has triangular, lazy-looking onyx eyes with notably long lower eyelashes, and rather small eyebrows.",4568,4568,0,34,,https://s4.anilist.co/file/anilistcdn/character/large/b89897-5vU7N3ayiKRr.png,https://s4.anilist.co/file/anilistcdn/character/medium/b89897-5vU7N3ayiKRr.png,https://lain.bgm.tv/r/400/pic/crt/l/13/11/39307_crt_9J5jQ.jpg?r=1469017082,,,https://anilist.co/character/89897,https://bgm.tv/character/39307,,39307
bgm-bgm57822,vndb,8,1,,妃玲奈,妃 玲奈,Kisaki Reina,,女,O,,Galgame,Galgame,金色ラブリッチェ,金辉恋曲四重奏,2017,Galgame,"[{""t"":""金色ラブリッチェ"",""cn"":""金辉恋曲四重奏"",""ty"":""Galgame"",""y"":2017,""pop"":3826},{""t"":""金色ラブリッチェ-Golden Time-"",""cn"":""金辉恋曲四重奏 -Golden Time-"",""ty"":""Galgame"",""y"":2019,""pop"":1939},{""t"":""金色ラブリッチェ"",""cn"":""金辉恋曲四重奏"",""ty"":""Galgame"",""y"":2017,""pop"":0},{""t"":""金色ラブリッチェ -Golden Time-"",""cn"":""金辉恋曲四重奏 -Golden Time-"",""ty"":""Galgame"",""y"":2019,""pop"":0}]",本篇 「お姫様もお年頃だもん、オシャレも悪さもしたいよね～」 央路のクラスメイトのギャル。 かわいくて明るく、誰にでも気さくなのでクラスの人気者。 男子からは非常にモテるが、いまは男より女友だちとわいわいやってたいタイプ。 最近の流行は騙されやすいシルヴィをからかうこと。 将来ファッション業界に入る勉強のためノーブル学園に入ったが、お嬢様というわけではないので、庶民同士ということで、央路と仲良くなる。,3826,0,3826,247,,https://t.vndb.org/ch/54/149554.jpg,https://t.vndb.org/ch/54/149554.jpg,https://lain.bgm.tv/r/400/pic/crt/l/87/f3/57822_crt_5518k.jpg,#5568b0 #dc8378 #f0cba9 #ede1db #faf2ef #ffffff,Blond Ahoge Odango Ponytail Twin Tails Long Straight Teen Slim Pale,,https://bgm.tv/character/57822,https://vndb.org/c64303,57822
al125661,anilist,8,1,,齐格,ジーク,Zeke,Beast Titan,男,,25-,动画,动画,進撃の巨人 Season２,,2017,动画,"[{""t"":""進撃の巨人 Season２"",""cn"":"""",""ty"":""动画"",""y"":2017,""pop"":733402},{""t"":""進撃の巨人 Season３"",""cn"":"""",""ty"":""动画"",""y"":2018,""pop"":686190},{""t"":""進撃の巨人 The Final Season"",""cn"":""进击的巨人 最终季"",""ty"":""动画"",""y"":2020,""pop"":642537},{""t"":""進撃の巨人 Season３ Part.2"",""cn"":"""",""ty"":""动画"",""y"":2019,""pop"":610781},{""t"":""進撃の巨人 The Final Season Part 2"",""cn"":""进击的巨人 最终季 Part.2"",""ty"":""动画"",""y"":2022,""pop"":440419},{""t"":""進撃の巨人 The Final Season完結編 前編"",""cn"":""进击的巨人 最终季 完结篇 前篇"",""ty"":""动画"",""y"":2023,""pop"":249964}]",「Fate/Apocrypha」的主人公。 原本应该是为了进行魔力补给而被歌尔多制造出的人造人，在几乎没做任何思考的状态下被从者们榨光生成的魔力而死的命运，不过……关于他的详情，人生大部分在本篇里有描写，因为他几乎不存在什么过去。 不只如此，再说作为前提，他的人生已经走到死路了。因为尽管想认真的过活也只有最长三年的寿命，所以为了「自己觉得想做的事情」做了许多荒谬又无谋的选择。 获得长寿之后也没有任何改变。齐格在最后为人类做的事情想当然也不是为人类着想而做。,3764,3764,0,11,,https://s4.anilist.co/file/anilistcdn/character/large/b125661-FiqFvAtNlL0v.png,https://s4.anilist.co/file/anilistcdn/character/medium/b125661-FiqFvAtNlL0v.png,https://lain.bgm.tv/r/400/pic/crt/l/a6/d9/32410_crt_lDIZl.jpg?r=1498932539,,,https://anilist.co/character/125661,https://bgm.tv/character/32410,,32410
vndb-c339,vndb,8,1,,,日向 みずき,Hinata Mizuki,,女,,,Galgame,Galgame,エーデルワイス,,2006,Galgame,"[{""t"":""エーデルワイス"",""cn"":"""",""ty"":""Galgame"",""y"":2006,""pop"":2253},{""t"":""エーデルワイス 詠伝ファンタジア"",""cn"":"""",""ty"":""Galgame"",""y"":2008,""pop"":1323}]","Mizuki loves to swim; in fact, the reason why she enrolled at Eiden is so that she could swim in the ocean whenever she wanted.",2253,0,2253,0,,https://t.vndb.org/ch/88/388.jpg,https://t.vndb.org/ch/88/388.jpg,,#986e57 #518ffe #7ba6f8 #e4c7b8 #3f4349 #fdfdfd,Brown Short Straight Teen Slim Pale School Uniform Cowgirl Blowjob Virgin Sex,,,https://vndb.org/c339,
